Docno	QueryNum
clueweb09-en0002-96-35733	44
clueweb09-en0010-02-05364	44
clueweb09-en0002-96-35736	44
clueweb09-en0002-30-26445	44
clueweb09-en0008-83-37948	44
clueweb09-en0002-37-03138	44
clueweb09-en0000-33-22684	44
clueweb09-en0000-33-24120	44
clueweb09-en0002-37-03137	44
clueweb09-en0002-37-05573	44
clueweb09-en0011-08-23361	44
clueweb09-en0000-27-20112	44
clueweb09-en0010-02-05358	44
clueweb09-en0005-92-35322	44
clueweb09-en0005-33-23298	45
clueweb09-en0005-33-23255	45
clueweb09-en0005-33-23319	45
clueweb09-en0011-48-38970	45
clueweb09-en0011-48-38969	45
clueweb09-en0005-33-23315	45
clueweb09-en0008-73-20640	45
clueweb09-en0005-33-23321	45
clueweb09-en0003-88-15929	45
clueweb09-en0005-33-23331	45
clueweb09-en0008-67-24010	45
clueweb09-en0005-33-23329	45
clueweb09-en0005-33-23327	45
clueweb09-en0005-33-23330	45
clueweb09-en0010-96-06481	45
clueweb09-en0000-44-19337	45
clueweb09-en0004-02-14185	45
clueweb09-en0005-33-23269	45
clueweb09-en0006-08-34547	45
clueweb09-en0005-33-23290	45
clueweb09-en0009-17-27411	45
clueweb09-en0005-33-23274	45
clueweb09-en0005-33-23302	45
clueweb09-en0003-11-14792	45
clueweb09-en0005-33-23328	45
clueweb09-en0003-11-14795	45
clueweb09-en0005-33-23316	45
clueweb09-en0009-04-19574	45
clueweb09-en0010-96-06456	45
clueweb09-en0005-33-23300	45
clueweb09-en0004-68-18189	45
clueweb09-en0005-33-23301	45
clueweb09-en0010-01-27473	45
clueweb09-en0009-17-28122	45
clueweb09-en0010-35-17227	45
clueweb09-en0005-33-23273	45
clueweb09-en0010-01-27472	45
clueweb09-en0010-96-06635	45
clueweb09-en0005-33-23291	45
clueweb09-en0005-33-23313	45
clueweb09-en0005-33-23314	45
clueweb09-en0011-90-23464	45
clueweb09-en0010-57-23883	45
clueweb09-en0010-01-27474	45
clueweb09-en0005-33-23320	45
clueweb09-en0005-33-23317	45
clueweb09-en0003-91-02835	45
clueweb09-en0001-25-35050	45
clueweb09-en0003-11-14796	45
clueweb09-en0002-62-15562	45
clueweb09-en0004-29-19633	46
clueweb09-enwp00-19-14250	46
clueweb09-en0004-29-19611	46
clueweb09-en0004-29-19681	46
clueweb09-en0004-29-19637	46
clueweb09-enwp00-00-14445	46
clueweb09-enwp00-37-16598	46
clueweb09-enwp00-26-16080	46
clueweb09-enwp01-78-16080	46
clueweb09-en0004-29-19662	46
clueweb09-en0004-29-19677	46
clueweb09-en0004-29-19610	46
clueweb09-en0004-29-19624	46
clueweb09-enwp00-16-14220	46
clueweb09-en0004-29-19663	46
clueweb09-en0004-29-19659	46
clueweb09-enwp00-51-04978	46
clueweb09-enwp00-55-04531	46
clueweb09-enwp01-36-07093	46
clueweb09-en0004-29-19626	46
clueweb09-en0004-29-19619	46
clueweb09-en0004-29-19641	46
clueweb09-en0004-29-19658	46
clueweb09-en0004-29-19680	46
clueweb09-en0004-29-19612	46
clueweb09-en0004-29-19631	46
clueweb09-en0004-29-19638	46
clueweb09-en0004-29-19627	46
clueweb09-en0004-29-19672	46
clueweb09-en0004-29-19632	46
clueweb09-en0004-29-19653	46
clueweb09-en0004-29-19674	46
clueweb09-en0004-29-19636	46
clueweb09-en0004-29-19635	46
clueweb09-en0004-29-19642	46
clueweb09-en0004-29-19654	46
clueweb09-en0004-29-19613	46
clueweb09-en0004-29-19625	46
clueweb09-en0004-29-19661	46
clueweb09-en0004-29-19616	46
clueweb09-en0004-29-19675	46
clueweb09-en0004-29-19678	46
clueweb09-en0004-29-19668	46
clueweb09-en0004-29-19614	46
clueweb09-en0004-29-19665	46
clueweb09-en0004-29-19629	46
clueweb09-en0004-29-19656	46
clueweb09-en0004-29-19679	46
clueweb09-en0004-29-19634	46
clueweb09-en0004-29-19669	46
clueweb09-en0004-59-20623	47
clueweb09-en0005-84-15464	47
clueweb09-en0008-05-01474	47
clueweb09-en0010-47-06647	47
clueweb09-en0008-05-01493	47
clueweb09-en0004-43-22096	47
clueweb09-en0004-43-22080	47
clueweb09-en0004-43-22092	47
clueweb09-en0004-43-22095	47
clueweb09-en0006-75-34222	47
clueweb09-en0004-43-22091	47
clueweb09-en0004-43-22082	47
clueweb09-en0011-62-17541	47
clueweb09-en0004-43-22081	47
clueweb09-en0004-43-22090	47
clueweb09-en0004-43-22097	47
clueweb09-en0004-43-22089	47
clueweb09-en0006-91-36070	47
clueweb09-en0009-81-09698	47
clueweb09-en0009-03-33291	47
clueweb09-en0000-43-07875	47
clueweb09-en0004-43-22094	47
clueweb09-en0009-44-21808	47
clueweb09-en0001-52-06080	47
clueweb09-en0001-57-16745	47
clueweb09-en0006-91-36063	47
clueweb09-en0002-49-10664	47
clueweb09-en0010-47-06634	47
clueweb09-en0004-39-19987	47
clueweb09-en0004-59-20622	47
clueweb09-en0004-59-20620	47
clueweb09-en0008-05-01478	47
clueweb09-en0006-36-31231	47
clueweb09-en0009-81-13677	47
clueweb09-en0006-36-31235	47
clueweb09-en0004-59-20627	47
clueweb09-en0004-43-22093	47
clueweb09-en0011-62-17006	47
clueweb09-en0005-00-12988	47
clueweb09-en0009-03-33121	47
clueweb09-en0006-36-31218	47
clueweb09-en0008-31-16627	47
clueweb09-enwp00-62-09915	47
clueweb09-en0005-00-12993	47
clueweb09-enwp00-70-09517	47
clueweb09-en0007-35-31567	47
clueweb09-enwp00-71-09355	47
clueweb09-enwp00-63-09211	47
clueweb09-en0004-43-22101	47
clueweb09-en0004-43-22100	47
clueweb09-en0003-47-31570	48
clueweb09-en0003-47-31594	48
clueweb09-en0003-47-31555	48
clueweb09-en0003-47-31584	48
clueweb09-en0003-47-31579	48
clueweb09-en0003-47-31573	48
clueweb09-en0003-47-31572	48
clueweb09-en0009-19-36069	48
clueweb09-en0003-47-31580	48
clueweb09-en0010-16-16515	48
clueweb09-en0003-47-31609	48
clueweb09-en0005-27-20736	48
clueweb09-en0010-13-11691	48
clueweb09-en0003-71-30514	48
clueweb09-en0003-47-31604	48
clueweb09-en0010-78-24751	48
clueweb09-en0010-16-16517	48
clueweb09-en0003-47-31566	48
clueweb09-en0010-78-24746	48
clueweb09-en0003-47-31547	48
clueweb09-en0010-16-16516	48
clueweb09-en0003-47-31546	48
clueweb09-en0010-78-24757	48
clueweb09-en0003-47-31587	48
clueweb09-en0004-36-10385	48
clueweb09-en0008-75-03385	48
clueweb09-en0003-47-31541	48
clueweb09-en0011-65-38571	48
clueweb09-en0003-47-31542	48
clueweb09-en0010-16-16488	48
clueweb09-en0003-47-31556	48
clueweb09-en0003-47-31544	48
clueweb09-en0003-47-31589	48
clueweb09-en0003-47-31578	48
clueweb09-en0003-47-31607	48
clueweb09-en0003-47-31568	48
clueweb09-en0003-47-31535	48
clueweb09-en0003-47-31553	48
clueweb09-en0003-47-31545	48
clueweb09-en0003-47-31575	48
clueweb09-en0003-47-31605	48
clueweb09-en0003-47-31599	48
clueweb09-en0003-47-31581	48
clueweb09-en0003-47-31588	48
clueweb09-en0007-73-03890	48
clueweb09-en0003-47-31585	48
clueweb09-en0003-47-31600	48
clueweb09-en0009-19-36005	48
clueweb09-en0003-47-31554	48
clueweb09-en0003-47-31543	48
clueweb09-en0005-10-33352	49
clueweb09-en0001-32-02105	49
clueweb09-en0005-10-33320	49
clueweb09-en0011-21-33242	49
clueweb09-en0008-59-26499	49
clueweb09-en0011-21-33244	49
clueweb09-en0011-21-33238	49
clueweb09-en0011-21-33240	49
clueweb09-en0001-47-13657	49
clueweb09-en0011-21-33235	49
clueweb09-en0009-05-09867	49
clueweb09-en0011-21-33236	49
clueweb09-en0011-21-33243	49
clueweb09-en0011-21-33239	49
clueweb09-en0009-05-09848	49
clueweb09-en0008-59-18367	49
clueweb09-en0001-47-13634	49
clueweb09-en0006-92-15563	49
clueweb09-en0006-90-08383	49
clueweb09-en0011-21-33237	49
clueweb09-en0001-32-02116	49
clueweb09-en0005-10-33334	49
clueweb09-en0011-21-33241	49
clueweb09-en0011-21-33233	49
clueweb09-en0011-21-33234	49
clueweb09-en0005-10-33361	49
clueweb09-en0010-65-00157	49
clueweb09-en0001-32-02137	49
clueweb09-en0001-32-02122	49
clueweb09-en0005-10-33340	49
clueweb09-en0007-95-15172	49
clueweb09-en0011-21-33245	49
clueweb09-en0011-17-16813	49
clueweb09-en0011-21-33249	49
clueweb09-en0005-10-33328	49
clueweb09-en0001-32-02118	49
clueweb09-en0005-10-33336	49
clueweb09-en0011-21-33247	49
clueweb09-en0007-95-15173	49
clueweb09-en0005-10-33332	49
clueweb09-en0011-21-33246	49
clueweb09-en0009-05-09851	49
clueweb09-en0005-10-33342	49
clueweb09-en0001-47-13636	49
clueweb09-en0001-32-02111	49
clueweb09-en0001-32-02156	49
clueweb09-en0005-10-33359	49
clueweb09-en0001-32-02136	49
clueweb09-en0005-10-33384	49
clueweb09-en0001-32-02124	49
clueweb09-en0005-17-10380	50
clueweb09-en0008-64-24892	50
clueweb09-en0010-43-24423	50
clueweb09-en0011-85-09773	50
clueweb09-en0011-85-09792	50
clueweb09-en0010-43-24582	50
clueweb09-en0001-48-07059	50
clueweb09-en0003-02-02668	50
clueweb09-en0011-36-04489	50
clueweb09-en0003-09-21510	50
clueweb09-en0005-99-06801	50
clueweb09-en0010-43-24622	50
clueweb09-en0004-20-32901	50
clueweb09-en0004-18-02963	50
clueweb09-en0007-93-20898	50
clueweb09-en0008-85-26351	50
clueweb09-en0005-51-07531	50
clueweb09-en0011-91-22609	50
clueweb09-en0001-82-15788	50
clueweb09-en0011-85-09869	50
clueweb09-en0007-12-26419	50
clueweb09-en0011-36-04602	50
clueweb09-en0007-70-07113	50
clueweb09-en0001-48-07192	50
clueweb09-en0010-69-28295	50
clueweb09-en0002-19-09964	50
clueweb09-en0011-85-09729	50
clueweb09-en0010-43-24424	50
clueweb09-en0006-98-08062	50
clueweb09-en0011-96-29160	50
clueweb09-en0009-71-20318	50
clueweb09-en0005-28-10983	50
clueweb09-en0010-43-24856	50
clueweb09-en0001-49-05853	50
clueweb09-en0008-21-09918	50
clueweb09-en0007-05-20239	50
clueweb09-en0010-43-24706	50
clueweb09-en0010-43-24425	50
clueweb09-en0010-43-24892	50
clueweb09-en0002-36-00398	50
clueweb09-en0011-85-09740	50
clueweb09-en0008-21-10037	50
clueweb09-en0001-49-05915	50
clueweb09-en0010-31-29454	50
clueweb09-en0011-85-09897	50
clueweb09-en0010-43-24758	50
clueweb09-en0010-43-24421	50
clueweb09-en0001-57-21280	50
clueweb09-en0007-05-20181	50
clueweb09-en0010-43-24422	50
clueweb09-en0008-42-06337	51
clueweb09-en0007-15-05445	51
clueweb09-en0008-66-10870	51
clueweb09-en0006-61-04354	51
clueweb09-en0009-22-08986	51
clueweb09-en0008-66-10855	51
clueweb09-en0007-15-05482	51
clueweb09-en0011-41-17278	51
clueweb09-en0007-42-22223	51
clueweb09-en0007-15-05471	51
clueweb09-en0007-81-08143	51
clueweb09-en0007-49-30125	51
clueweb09-enwp00-24-05847	51
clueweb09-enwp00-31-05923	51
clueweb09-enwp00-27-06293	51
clueweb09-enwp00-23-05500	51
clueweb09-enwp00-23-05499	51
clueweb09-en0004-36-39733	51
clueweb09-en0008-66-10852	51
clueweb09-en0008-38-14639	51
clueweb09-en0004-77-30624	51
clueweb09-en0007-49-30114	51
clueweb09-en0001-95-29833	51
clueweb09-en0008-66-10851	51
clueweb09-en0011-41-17281	51
clueweb09-en0004-16-06254	51
clueweb09-en0007-15-05481	51
clueweb09-en0007-15-05475	51
clueweb09-en0001-01-18098	51
clueweb09-en0008-88-23094	51
clueweb09-en0006-51-16125	51
clueweb09-en0011-41-17207	51
clueweb09-en0009-84-34320	51
clueweb09-en0011-41-17250	51
clueweb09-en0007-15-05450	51
clueweb09-en0007-15-05443	51
clueweb09-en0011-41-17189	51
clueweb09-en0007-49-30118	51
clueweb09-en0011-41-17286	51
clueweb09-en0007-15-05449	51
clueweb09-en0007-49-30120	51
clueweb09-en0011-41-17271	51
clueweb09-en0011-41-17214	51
clueweb09-en0008-56-28642	51
clueweb09-en0007-15-05451	51
clueweb09-en0007-49-30121	51
clueweb09-en0007-15-05478	51
clueweb09-en0007-15-05438	51
clueweb09-en0007-15-05425	51
clueweb09-en0007-17-32780	51
clueweb09-en0008-73-34994	52
clueweb09-en0008-73-35321	52
clueweb09-en0008-73-35322	52
clueweb09-en0005-55-08637	52
clueweb09-en0008-73-35324	52
clueweb09-en0004-36-21066	52
clueweb09-en0001-40-04939	52
clueweb09-en0008-73-35323	52
clueweb09-en0000-53-12244	52
clueweb09-en0007-42-30627	52
clueweb09-en0004-73-19301	52
clueweb09-en0000-29-12343	52
clueweb09-en0007-62-26160	52
clueweb09-en0004-36-21051	52
clueweb09-en0000-54-14011	52
clueweb09-en0004-91-21630	52
clueweb09-en0007-54-06376	52
clueweb09-en0011-96-20814	52
clueweb09-enwp01-19-20373	52
clueweb09-en0008-73-35319	52
clueweb09-enwp01-08-20621	52
clueweb09-en0010-35-03230	52
clueweb09-en0011-72-16411	52
clueweb09-en0004-55-23803	52
clueweb09-en0003-52-22864	52
clueweb09-en0004-36-21057	52
clueweb09-en0003-86-25212	52
clueweb09-en0004-36-21055	52
clueweb09-en0003-52-22860	52
clueweb09-en0007-27-31570	52
clueweb09-en0007-42-30758	52
clueweb09-en0007-62-26154	52
clueweb09-enwp03-32-18527	52
clueweb09-enwp00-28-01433	52
clueweb09-en0003-52-22870	52
clueweb09-en0003-52-22871	52
clueweb09-en0008-73-34521	52
clueweb09-en0003-46-06487	52
clueweb09-en0007-42-30286	52
clueweb09-en0004-36-21043	52
clueweb09-en0001-34-01645	52
clueweb09-en0009-03-12947	52
clueweb09-en0010-35-03192	52
clueweb09-en0000-51-12375	52
clueweb09-en0005-07-06668	52
clueweb09-en0003-52-22865	52
clueweb09-en0008-73-35315	52
clueweb09-en0008-73-35320	52
clueweb09-en0004-73-19124	52
clueweb09-en0004-50-29420	52
clueweb09-en0007-69-07470	53
clueweb09-en0003-99-12298	53
clueweb09-enwp00-54-24462	53
clueweb09-enwp02-04-08594	53
clueweb09-enwp00-68-00874	53
clueweb09-enwp00-85-00849	53
clueweb09-enwp01-06-00551	53
clueweb09-enwp00-67-00230	53
clueweb09-enwp00-58-25031	53
clueweb09-enwp00-67-00218	53
clueweb09-enwp00-61-12513	53
clueweb09-enwp00-68-00878	53
clueweb09-enwp00-30-18975	53
clueweb09-enwp00-98-08792	53
clueweb09-enwp00-89-11021	53
clueweb09-en0006-14-40112	53
clueweb09-enwp01-41-19820	53
clueweb09-enwp00-76-17489	53
clueweb09-enwp03-21-01215	53
clueweb09-enwp03-29-01774	53
clueweb09-en0007-69-07466	53
clueweb09-enwp00-50-25398	53
clueweb09-enwp00-67-00224	53
clueweb09-enwp00-76-00539	53
clueweb09-enwp00-48-25302	53
clueweb09-enwp01-38-00297	53
clueweb09-en0007-69-07457	53
clueweb09-enwp00-42-25177	53
clueweb09-enwp01-82-11428	53
clueweb09-enwp00-73-00175	53
clueweb09-enwp00-67-00226	53
clueweb09-enwp00-67-00216	53
clueweb09-enwp00-42-25179	53
clueweb09-enwp00-58-25035	53
clueweb09-en0003-99-12203	53
clueweb09-en0003-99-12205	53
clueweb09-en0008-21-07191	53
clueweb09-en0003-99-12204	53
clueweb09-enwp00-85-00842	53
clueweb09-enwp00-64-00282	53
clueweb09-enwp01-38-00282	53
clueweb09-enwp00-58-25034	53
clueweb09-enwp00-72-00113	53
clueweb09-enwp00-48-25300	53
clueweb09-enwp00-76-00546	53
clueweb09-en0003-99-12302	53
clueweb09-enwp00-64-00297	53
clueweb09-enwp00-85-00848	53
clueweb09-enwp00-58-25026	53
clueweb09-en0007-69-07554	53
clueweb09-en0011-94-00765	54
clueweb09-en0011-94-05285	54
clueweb09-enwp01-25-03189	54
clueweb09-enwp02-27-03189	54
clueweb09-en0005-33-04362	54
clueweb09-en0007-33-33848	54
clueweb09-en0011-94-07317	54
clueweb09-en0002-98-06727	54
clueweb09-en0008-56-32846	54
clueweb09-en0011-94-07215	54
clueweb09-enwp01-29-03649	54
clueweb09-en0002-78-23765	54
clueweb09-en0008-79-29502	54
clueweb09-en0011-54-45585	54
clueweb09-en0011-94-05288	54
clueweb09-en0001-09-33909	54
clueweb09-en0000-66-07253	54
clueweb09-enwp00-47-03235	54
clueweb09-en0011-94-07192	54
clueweb09-en0002-24-26964	54
clueweb09-enwp01-29-03596	54
clueweb09-en0006-99-03898	54
clueweb09-en0010-08-34493	54
clueweb09-en0004-09-37781	54
clueweb09-enwp01-92-02667	54
clueweb09-enwp00-84-15886	54
clueweb09-enwp02-29-21269	54
clueweb09-enwp01-63-08801	54
clueweb09-enwp03-04-07452	54
clueweb09-enwp00-01-04891	54
clueweb09-en0011-94-07202	54
clueweb09-en0003-81-16020	54
clueweb09-en0011-94-01922	54
clueweb09-en0006-12-03142	54
clueweb09-en0011-67-10176	54
clueweb09-enwp00-00-04892	54
clueweb09-enwp00-09-03201	54
clueweb09-en0006-12-03148	54
clueweb09-en0001-13-09714	54
clueweb09-en0003-62-02325	54
clueweb09-en0011-94-07196	54
clueweb09-en0011-93-19531	54
clueweb09-en0007-87-35039	54
clueweb09-en0011-94-06590	54
clueweb09-en0003-01-10351	54
clueweb09-enwp03-39-05505	54
clueweb09-enwp03-25-06010	54
clueweb09-en0007-80-27366	54
clueweb09-enwp01-31-02388	54
clueweb09-en0002-37-02291	54
clueweb09-en0005-53-13030	55
clueweb09-en0009-18-09740	55
clueweb09-en0009-41-09314	55
clueweb09-en0009-18-09534	55
clueweb09-en0006-45-14752	55
clueweb09-en0006-45-17886	55
clueweb09-en0001-18-28203	55
clueweb09-en0009-18-09765	55
clueweb09-en0002-02-07929	55
clueweb09-en0006-59-35615	55
clueweb09-en0009-18-09758	55
clueweb09-en0010-70-23107	55
clueweb09-en0002-38-11639	55
clueweb09-en0002-38-11640	55
clueweb09-en0006-45-18166	55
clueweb09-en0002-61-26813	55
clueweb09-enwp01-16-00555	55
clueweb09-en0005-41-22622	55
clueweb09-enwp01-21-00483	55
clueweb09-enwp01-16-00556	55
clueweb09-enwp01-04-00975	55
clueweb09-en0007-62-27861	55
clueweb09-en0008-15-11372	55
clueweb09-en0008-74-16762	55
clueweb09-en0009-18-09732	55
clueweb09-en0006-21-43839	55
clueweb09-en0007-73-31430	55
clueweb09-en0004-84-05640	55
clueweb09-en0007-37-28891	55
clueweb09-en0001-48-04540	55
clueweb09-en0006-21-43792	55
clueweb09-en0007-73-31377	55
clueweb09-en0009-18-09737	55
clueweb09-en0001-40-13939	55
clueweb09-en0009-18-09736	55
clueweb09-en0009-18-09738	55
clueweb09-en0011-81-13659	55
clueweb09-en0009-18-09733	55
clueweb09-en0009-18-09714	55
clueweb09-en0009-18-09762	55
clueweb09-en0009-18-09728	55
clueweb09-en0001-56-00743	55
clueweb09-en0009-18-09723	55
clueweb09-enwp00-97-23936	55
clueweb09-enwp01-10-00179	55
clueweb09-enwp01-14-00162	55
clueweb09-en0011-08-17508	55
clueweb09-enwp02-24-00648	55
clueweb09-en0008-49-20509	55
clueweb09-enwp01-05-00648	55
clueweb09-en0007-66-21312	56
clueweb09-en0005-46-06771	56
clueweb09-en0005-87-22046	56
clueweb09-en0007-08-20740	56
clueweb09-en0005-99-40362	56
clueweb09-en0005-99-40381	56
clueweb09-en0005-87-22089	56
clueweb09-en0011-07-16052	56
clueweb09-enwp01-31-01996	56
clueweb09-en0000-28-00962	56
clueweb09-en0008-89-30310	56
clueweb09-en0008-90-25018	56
clueweb09-en0005-87-22086	56
clueweb09-enwp01-27-04090	56
clueweb09-en0008-83-17954	56
clueweb09-en0006-44-36220	56
clueweb09-en0009-44-07039	56
clueweb09-en0005-19-40681	56
clueweb09-en0011-07-15799	56
clueweb09-en0009-37-06884	56
clueweb09-en0007-79-23586	56
clueweb09-en0000-11-31563	56
clueweb09-en0008-90-25015	56
clueweb09-enwp01-30-01136	56
clueweb09-en0009-37-06840	56
clueweb09-enwp01-69-00614	56
clueweb09-enwp01-34-21820	56
clueweb09-en0007-78-02226	56
clueweb09-en0011-03-18841	56
clueweb09-en0003-55-14194	56
clueweb09-en0007-62-26173	56
clueweb09-en0005-69-18145	56
clueweb09-en0006-64-14497	56
clueweb09-en0000-62-34932	56
clueweb09-en0011-13-39456	56
clueweb09-en0008-27-10712	56
clueweb09-en0008-02-36741	56
clueweb09-en0007-65-33612	56
clueweb09-enwp01-26-02463	56
clueweb09-enwp01-31-01749	56
clueweb09-en0005-73-28449	56
clueweb09-en0010-36-29707	56
clueweb09-enwp00-10-08013	56
clueweb09-en0005-87-22068	56
clueweb09-enwp03-30-10243	56
clueweb09-en0011-89-07678	56
clueweb09-enwp03-27-10348	56
clueweb09-en0000-65-03703	56
clueweb09-en0000-65-03702	56
clueweb09-en0005-87-22053	56
clueweb09-en0002-85-03311	57
clueweb09-en0002-85-04878	57
clueweb09-en0002-85-03957	57
clueweb09-en0002-85-05781	57
clueweb09-en0002-85-05790	57
clueweb09-en0002-85-06183	57
clueweb09-en0002-85-05915	57
clueweb09-en0002-85-04079	57
clueweb09-en0002-85-05909	57
clueweb09-en0002-85-04755	57
clueweb09-en0002-85-05095	57
clueweb09-en0002-85-05916	57
clueweb09-en0002-85-03099	57
clueweb09-en0002-85-05783	57
clueweb09-en0002-85-03960	57
clueweb09-en0002-85-04035	57
clueweb09-en0002-85-04879	57
clueweb09-en0002-85-04080	57
clueweb09-en0000-22-00008	57
clueweb09-en0011-97-23500	57
clueweb09-en0007-60-36544	57
clueweb09-en0007-60-36545	57
clueweb09-en0007-60-36546	57
clueweb09-en0002-85-03967	57
clueweb09-en0007-01-40578	57
clueweb09-en0002-85-04757	57
clueweb09-en0002-85-05782	57
clueweb09-en0008-18-22880	57
clueweb09-en0003-96-16860	57
clueweb09-en0002-85-04756	57
clueweb09-en0003-85-19805	57
clueweb09-en0002-85-03964	57
clueweb09-en0008-18-22174	57
clueweb09-en0002-85-04759	57
clueweb09-en0002-85-05787	57
clueweb09-en0005-70-31277	57
clueweb09-en0002-85-06152	57
clueweb09-en0002-85-05784	57
clueweb09-en0001-74-38003	57
clueweb09-en0002-85-01630	57
clueweb09-en0001-74-38005	57
clueweb09-en0002-85-06762	57
clueweb09-en0002-85-02662	57
clueweb09-en0002-85-01460	57
clueweb09-en0002-85-02665	57
clueweb09-en0008-18-21826	57
clueweb09-en0002-85-01773	57
clueweb09-en0002-85-01774	57
clueweb09-en0002-85-03627	57
clueweb09-en0002-85-03959	57
clueweb09-en0001-40-22190	58
clueweb09-en0003-61-02822	58
clueweb09-en0009-13-24739	58
clueweb09-en0009-13-24767	58
clueweb09-en0009-13-24754	58
clueweb09-en0009-13-24786	58
clueweb09-en0004-68-18737	58
clueweb09-en0000-35-18930	58
clueweb09-en0009-13-24821	58
clueweb09-en0009-13-24738	58
clueweb09-en0000-84-02833	58
clueweb09-en0009-13-24780	58
clueweb09-en0009-13-24715	58
clueweb09-en0010-01-37680	58
clueweb09-en0008-03-45770	58
clueweb09-en0008-67-34422	58
clueweb09-en0009-13-24770	58
clueweb09-en0009-13-24787	58
clueweb09-en0009-13-24774	58
clueweb09-en0009-13-24797	58
clueweb09-en0004-60-03264	58
clueweb09-en0003-61-03359	58
clueweb09-en0004-43-10859	58
clueweb09-en0010-30-29556	58
clueweb09-en0001-40-18979	58
clueweb09-en0006-16-21837	58
clueweb09-en0003-58-20287	58
clueweb09-en0003-55-32203	58
clueweb09-en0009-41-33642	58
clueweb09-en0009-41-33641	58
clueweb09-en0009-41-33638	58
clueweb09-en0010-00-31212	58
clueweb09-enwp01-42-03332	58
clueweb09-en0009-13-24735	58
clueweb09-enwp00-25-17768	58
clueweb09-enwp01-01-17768	58
clueweb09-enwp01-48-23317	58
clueweb09-en0011-62-10085	58
clueweb09-en0010-28-36183	58
clueweb09-en0002-47-16156	58
clueweb09-en0009-65-02411	58
clueweb09-en0009-81-28956	58
clueweb09-en0009-13-24808	58
clueweb09-en0009-13-24822	58
clueweb09-en0000-35-18928	58
clueweb09-en0002-08-32295	58
clueweb09-en0009-13-24818	58
clueweb09-en0011-96-01732	58
clueweb09-en0009-13-24724	58
clueweb09-en0009-81-29328	58
clueweb09-en0011-84-33753	59
clueweb09-en0003-91-00219	59
clueweb09-en0003-74-28523	59
clueweb09-en0001-10-04239	59
clueweb09-en0010-44-34725	59
clueweb09-en0008-66-19945	59
clueweb09-en0006-50-28297	59
clueweb09-en0000-75-31835	59
clueweb09-en0007-06-23871	59
clueweb09-en0011-18-16591	59
clueweb09-en0011-18-16595	59
clueweb09-en0007-58-02068	59
clueweb09-en0002-43-28849	59
clueweb09-en0007-29-03203	59
clueweb09-en0002-53-20163	59
clueweb09-en0010-12-37683	59
clueweb09-en0007-29-03335	59
clueweb09-en0001-85-15531	59
clueweb09-en0003-25-15520	59
clueweb09-en0004-80-29789	59
clueweb09-en0008-75-36257	59
clueweb09-en0001-85-15521	59
clueweb09-en0010-35-34308	59
clueweb09-en0008-35-08584	59
clueweb09-en0006-57-23202	59
clueweb09-en0006-52-14537	59
clueweb09-en0007-84-23711	59
clueweb09-en0002-19-11324	59
clueweb09-en0000-75-31838	59
clueweb09-en0000-19-03851	59
clueweb09-en0004-05-22079	59
clueweb09-en0009-31-34894	59
clueweb09-en0003-74-28243	59
clueweb09-en0010-44-34742	59
clueweb09-en0010-42-06698	59
clueweb09-en0002-26-08544	59
clueweb09-en0009-77-17998	59
clueweb09-en0007-73-19670	59
clueweb09-en0000-19-03849	59
clueweb09-en0008-85-04149	59
clueweb09-en0008-85-04131	59
clueweb09-en0011-18-16615	59
clueweb09-en0008-66-19937	59
clueweb09-en0001-06-31655	59
clueweb09-en0004-68-24231	59
clueweb09-en0008-66-19932	59
clueweb09-en0011-18-16590	59
clueweb09-en0004-68-24232	59
clueweb09-en0010-44-34709	59
clueweb09-en0003-03-08068	59
clueweb09-en0000-32-17174	60
clueweb09-en0002-84-25178	60
clueweb09-en0009-61-35940	60
clueweb09-en0004-51-22757	60
clueweb09-en0000-11-31364	60
clueweb09-en0009-33-19544	60
clueweb09-en0008-52-18067	60
clueweb09-en0009-61-35954	60
clueweb09-en0009-61-35939	60
clueweb09-en0009-61-35942	60
clueweb09-en0009-61-35979	60
clueweb09-en0004-38-20448	60
clueweb09-en0009-61-35944	60
clueweb09-en0003-26-25608	60
clueweb09-en0000-61-17725	60
clueweb09-en0009-61-35967	60
clueweb09-en0009-44-13239	60
clueweb09-enwp00-36-08876	60
clueweb09-enwp00-30-08415	60
clueweb09-en0009-07-13941	60
clueweb09-en0003-39-32802	60
clueweb09-en0001-75-03322	60
clueweb09-en0000-07-17830	60
clueweb09-en0002-58-10578	60
clueweb09-en0002-19-23069	60
clueweb09-en0000-19-15023	60
clueweb09-en0000-19-15025	60
clueweb09-en0003-12-22427	60
clueweb09-en0005-52-20123	60
clueweb09-en0005-98-30514	60
clueweb09-en0002-52-25057	60
clueweb09-en0011-53-18795	60
clueweb09-en0011-33-09650	60
clueweb09-en0005-77-19653	60
clueweb09-en0007-99-21101	60
clueweb09-en0006-20-37489	60
clueweb09-en0004-51-22759	60
clueweb09-en0005-59-00995	60
clueweb09-enwp00-35-08613	60
clueweb09-en0008-18-20178	60
clueweb09-en0000-11-22691	60
clueweb09-en0004-38-20449	60
clueweb09-enwp00-22-08417	60
clueweb09-enwp01-28-03977	60
clueweb09-en0002-58-10583	60
clueweb09-en0004-51-22760	60
clueweb09-en0010-57-10183	60
clueweb09-en0004-00-28361	60
clueweb09-enwp00-36-08848	60
clueweb09-enwp00-32-08376	60
clueweb09-en0003-72-09358	61
clueweb09-en0005-27-18840	61
